,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
DBF4,0.926841923,0.007689073,0.012214857,0.667755431,NA,NA,FALSE,FALSE
KRBA1,0.926841923,0.019634252,0.017703586,-0.149331062,-0.074418348,0.940677509,FALSE,FALSE
PDGFRL,0.926841923,0.00744622,0.009335845,0.326272385,NA,NA,FALSE,FALSE
C8orf44-SGK3,0.926841923,0.050951779,0.052172557,0.034158639,0.538464072,0.590256703,FALSE,FALSE
DPYS,0.926841923,0.002405479,0.002273612,-0.081337975,NA,NA,FALSE,FALSE
NIPSNAP3A,0.926841923,0.008128357,0.009955718,0.292561581,0.617052595,0.537200035,FALSE,FALSE
HTATIP2,0.926841923,0.007161803,0.007688368,0.102354661,NA,NA,FALSE,FALSE
SLC43A1,0.926841923,0.003145279,0.002053662,-0.614989071,NA,NA,FALSE,FALSE
DTX4,0.926841923,0.007173465,0.01142177,0.671044189,NA,NA,FALSE,FALSE
ACER3,0.926841923,0.182043706,0.193778796,0.090125854,0.973415176,0.330346999,FALSE,FALSE
AKR1C1,0.926841923,0.002935717,0.003720859,0.341922892,NA,NA,FALSE,FALSE
ACSM6,0.926841923,0.01318362,0.015936566,0.273594253,0.507549681,0.611769187,FALSE,FALSE
SH3PXD2A,0.926841923,0.057574009,0.059317558,0.043041551,0.77092637,0.440750576,FALSE,FALSE
LRRC27,0.926841923,0.047238584,0.062318363,0.399691624,0.690577722,0.489830951,FALSE,FALSE
CLEC9A,0.926841923,0.002585002,0.001767176,-0.548720002,NA,NA,FALSE,FALSE
TUBA1C,0.926841923,0.076090007,0.090031052,0.242715691,-0.031088796,0.975198725,FALSE,FALSE
FAM19A2,0.926841923,0.068812006,0.077061545,0.163350807,1.448983521,0.147342185,FALSE,FALSE
CAND1,0.926841923,0.116910805,0.103078901,-0.181659201,0.653513809,0.51342509,FALSE,FALSE
SCYL2,0.926841923,0.08904668,0.090283452,0.019899753,0.96638079,0.333853673,FALSE,FALSE
SH2B3,0.926841923,0.012253916,0.009599097,-0.352272257,0.899196732,0.368547881,FALSE,FALSE
ING1,0.926841923,0.00762522,0.010031177,0.39564009,NA,NA,FALSE,FALSE
MNAT1,0.926841923,0.214078268,0.21832667,0.02835003,0.974875829,0.329621857,FALSE,FALSE
TCL1B,0.926841923,0.002116309,0.002138375,0.01496491,NA,NA,FALSE,FALSE
CHST14,0.926841923,0.005616268,0.008997939,0.679982942,NA,NA,FALSE,FALSE
LIPC,0.926841923,0.003020503,0.002600182,-0.216176108,NA,NA,FALSE,FALSE
GP1BA,0.926841923,0.004354103,0.003739095,-0.219686355,NA,NA,FALSE,FALSE
STAT3,0.926841923,0.299185426,0.318946611,0.092275048,0.416134898,0.677311295,FALSE,FALSE
COPZ2,0.926841923,0.007123743,0.007295358,0.034343247,NA,NA,FALSE,FALSE
CCDC137,0.926841923,0.026949635,0.022404211,-0.266495826,0.571442016,0.567700055,FALSE,FALSE
HSPB6,0.926841923,0.004557684,0.005433974,0.25370684,NA,NA,FALSE,FALSE
DPF1,0.926841923,0.019389722,0.022837047,0.236083975,0.862030086,0.388670962,FALSE,FALSE
BCKDHA,0.926841923,0.005190283,0.003787296,-0.454644808,NA,NA,FALSE,FALSE
ZNF221,0.926841923,0.002873875,0.002605547,-0.141410933,NA,NA,FALSE,FALSE
BSPH1,0.926841923,0.002948667,0.002952275,0.001764269,NA,NA,FALSE,FALSE
PIWIL3,0.926841923,0.002735418,0.002930146,0.099211032,NA,NA,FALSE,FALSE
LAMA2,0.926858488,0.044171744,0.053667267,0.28091862,0.452768671,0.650715325,FALSE,FALSE
CASK,0.926875651,0.184510328,0.207358386,0.168424819,1.216376726,0.223841446,FALSE,FALSE
ZBTB37,0.927001412,0.047318463,0.060961701,0.365499957,0.596351182,0.550940646,FALSE,FALSE
PTPRC,0.927001412,0.00276537,0.002987577,0.111503768,NA,NA,FALSE,FALSE
GPX3,0.927001412,0.007912437,0.00902427,0.189688198,NA,NA,FALSE,FALSE
CCT6A,0.927001412,0.036603509,0.038795903,0.083922353,-0.177608826,0.859030193,FALSE,FALSE
CARS,0.927001412,0.050353393,0.059640352,0.244199776,0.805028409,0.420803286,FALSE,FALSE
GCA,0.927112526,0.020211374,0.021378494,0.080992861,0.204403354,0.838038309,FALSE,FALSE
ZNF608,0.927112526,0.229567554,0.260135098,0.18034231,0.861782397,0.388807273,FALSE,FALSE
TSPAN32,0.927112526,0.002381995,0.003818258,0.680744292,NA,NA,FALSE,FALSE
DLG5,0.927112526,0.11278581,0.108125264,-0.060881909,1.615123947,0.106283856,FALSE,FALSE
NHLRC2,0.927112526,0.105994893,0.110575571,0.061037935,0.09255051,0.926260663,FALSE,FALSE
PYROXD1,0.927112526,0.02666979,0.023555216,-0.179159893,0.043621421,0.965206177,FALSE,FALSE
CIAPIN1,0.927112526,0.029612318,0.031248636,0.077595798,0.310870646,0.755898961,FALSE,FALSE
ZNF763,0.927112526,0.002064506,0.002504433,0.278687172,NA,NA,FALSE,FALSE
ZNF530,0.927112526,0.002188933,0.003216388,0.555213385,NA,NA,FALSE,FALSE
LHFPL3,0.927388753,0.025423164,0.024427837,-0.057617463,0.198105673,0.842962386,FALSE,FALSE
FBXO8,0.927421899,0.013210671,0.015044064,0.187490585,0.195549798,0.844962557,FALSE,FALSE
MEI4,0.927525827,0.01063285,0.011614732,0.127427572,0.240098851,0.810253625,FALSE,FALSE
YIPF2,0.927525827,0.027209562,0.031424281,0.207765981,-0.0645726,0.948514301,FALSE,FALSE
PAPPA2,0.927532986,0.054686346,0.057620991,0.075413807,0.675753743,0.499197008,FALSE,FALSE
LNPEP,0.927532986,0.194190268,0.198048816,0.028385177,0.58585891,0.557970332,FALSE,FALSE
CLMP,0.927532986,0.025301618,0.018789779,-0.429281522,0.364672629,0.715355793,FALSE,FALSE
UROS,0.927532986,0.059639059,0.064054531,0.103043145,1.337432571,0.181081478,FALSE,FALSE
PIF1,0.927532986,0.013182656,0.016463601,0.320638902,-0.235702531,0.813663506,FALSE,FALSE
CDC25A,0.927535609,0.002082188,0.003565814,0.776131342,NA,NA,FALSE,FALSE
MCM3,0.92763484,0.006958743,0.009359216,0.427561029,NA,NA,FALSE,FALSE
CMTR2,0.92792766,0.035566451,0.040445012,0.185444765,0.474246582,0.635324079,FALSE,FALSE
BDH2,0.928079409,0.012574776,0.014464877,0.202021337,0.721244383,0.470759169,FALSE,FALSE
COL28A1,0.928079409,0.062766101,0.05691129,-0.141270707,1.145167191,0.252139907,FALSE,FALSE
WDR33,0.928347972,0.118536432,0.130117452,0.134483946,0.483427657,0.628792115,FALSE,FALSE
DDAH2,0.928347972,0.05238768,0.054671494,0.061561211,0.767967075,0.442506746,FALSE,FALSE
TMEM53,0.928358415,0.020582224,0.021516304,0.064031399,0.493951292,0.621340579,FALSE,FALSE
DNTTIP2,0.928358415,0.013272745,0.01212199,-0.130840208,-0.026830476,0.978594946,FALSE,FALSE
ARIH2OS,0.928358415,0.011116226,0.014447885,0.378191304,0.649453558,0.516045256,FALSE,FALSE
AFAP1,0.928358415,0.022925715,0.028713386,0.324756731,0.223460813,0.823176878,FALSE,FALSE
HNRNPDL,0.928358415,0.275526306,0.261597461,-0.074841526,0.984232759,0.325001082,FALSE,FALSE
PAIP1,0.928358415,0.035880202,0.038082734,0.085949022,0.435222108,0.663401217,FALSE,FALSE
SLC35F1,0.928358415,0.753616773,0.774399592,0.039247117,-0.293428194,0.769194877,FALSE,FALSE
KIAA1161,0.928358415,0.102729288,0.116567306,0.182315657,0.847571388,0.396676715,FALSE,FALSE
STK32C,0.928358415,0.048139315,0.059474998,0.305067725,0.623684528,0.532834786,FALSE,FALSE
P4HB,0.928446404,0.144889672,0.160277193,0.145614387,0.549091719,0.582942508,FALSE,FALSE
SPATA17,0.928675695,0.041610803,0.03501618,-0.248936444,1.192079321,0.233230145,FALSE,FALSE
FBXO9,0.928675695,0.072878812,0.092415228,0.342631147,0.999048341,0.317771274,FALSE,FALSE
GOLPH3,0.928714603,0.084154844,0.087025687,0.048394982,0.731051474,0.464747713,FALSE,FALSE
POMZP3,0.929232852,0.019159684,0.024224336,0.338383332,0.863114654,0.388074432,FALSE,FALSE
TAF12,0.929409037,0.029886913,0.037248536,0.317669874,0.804262095,0.421245624,FALSE,FALSE
C5orf49,0.929751619,0.016381582,0.02103544,0.360747322,0.744805427,0.456389354,FALSE,FALSE
ZNF471,0.929751619,0.04950362,0.054495721,0.138608922,0.956748425,0.33869425,FALSE,FALSE
WDR66,0.929776134,0.029401073,0.036779537,0.323034535,0.551951171,0.580981808,FALSE,FALSE
SIRT1,0.929839129,0.03630868,0.043253649,0.252507368,0.441752055,0.658668637,FALSE,FALSE
TSC22D4,0.929889692,0.398185167,0.450601722,0.178413347,1.419577402,0.155730748,FALSE,FALSE
GSTM4,0.929923259,0.034022676,0.037530392,0.141562737,0.958952027,0.337582913,FALSE,FALSE
PTPRZ1,0.929923259,1.160808974,1.219058223,0.070636454,1.263435658,0.206432656,FALSE,FALSE
GPR37L1,0.930012611,0.594299216,0.632928003,0.09085192,1.212175221,0.225445315,FALSE,FALSE
METTL8,0.930012611,0.075741275,0.07404496,-0.032678166,1.268960389,0.204455192,FALSE,FALSE
LINGO2,0.930012611,0.037587062,0.042588132,0.180215291,-0.111067137,0.911563108,FALSE,FALSE
DHX40,0.930012611,0.026153022,0.026684483,0.029023423,0.833352288,0.404646075,FALSE,FALSE
ZBTB45,0.930012611,0.006539695,0.007246899,0.148140461,NA,NA,FALSE,FALSE
URB1,0.930012611,0.042937747,0.050017977,0.220200199,0.505073681,0.613507086,FALSE,FALSE
CCAR1,0.9301558,0.184607792,0.219852008,0.252069261,0.600748743,0.548007348,FALSE,FALSE
MTHFR,0.930455876,0.021151008,0.027966933,0.402995618,0.05247093,0.958153458,FALSE,FALSE
KIAA1841,0.930455876,0.058324684,0.068451522,0.230976033,1.1161808,0.264344751,FALSE,FALSE
DBNL,0.930455876,0.035953231,0.037262496,0.051602923,0.58158579,0.560845716,FALSE,FALSE
CHMP6,0.930455876,0.025813015,0.028399182,0.137750688,0.835079105,0.403673171,FALSE,FALSE
BACH1,0.930455876,0.093473595,0.102756454,0.136598217,0.045814909,0.963457776,FALSE,FALSE
KIAA0895L,0.930590348,0.06566354,0.069319679,0.078172445,0.716220187,0.4738554,FALSE,FALSE
SUCLG1,0.930716954,0.047490641,0.043131089,-0.138915102,0.698709196,0.484733786,FALSE,FALSE
STX2,0.930842287,0.04008807,0.036181731,-0.147911512,0.235629583,0.813720116,FALSE,FALSE
ZNF330,0.930910219,0.019786803,0.017377226,-0.187340681,0.167862425,0.866691511,FALSE,FALSE
FBN1,0.931024015,0.068540268,0.067270909,-0.026969065,-0.197594235,0.843362546,FALSE,FALSE
USP6,0.931024015,0.012245464,0.013722469,0.164292609,0.040285619,0.967865419,FALSE,FALSE
ZNF593,0.931130998,0.011966113,0.009243942,-0.372374381,NA,NA,FALSE,FALSE
TRAPPC12,0.931130998,0.137707578,0.14442979,0.068760389,1.544726041,0.122412543,FALSE,FALSE
SH3BP5,0.931130998,0.010091781,0.009385682,-0.104647213,NA,NA,FALSE,FALSE
TMEM62,0.931130998,0.039750142,0.046620399,0.230001338,-0.018785503,0.985012219,FALSE,FALSE
PAK4,0.931130998,0.049679756,0.057036494,0.199227226,1.017579211,0.308877971,FALSE,FALSE
INADL,0.931191038,0.172044981,0.200346629,0.219712431,0.773768728,0.439067569,FALSE,FALSE
RETSAT,0.931191038,0.017389226,0.023667542,0.444716155,0.437630762,0.661653968,FALSE,FALSE
KBTBD12,0.931191038,0.157160439,0.1653668,0.073431514,-0.288861415,0.772687432,FALSE,FALSE
ARF4,0.931227397,0.047381978,0.049345138,0.058569522,0.440269687,0.659741793,FALSE,FALSE
DHX57,0.931502557,0.081958857,0.088567905,0.111884123,0.989914892,0.32221572,FALSE,FALSE
RMND1,0.931502557,0.035435611,0.045799359,0.370127481,0.954505639,0.339827756,FALSE,FALSE
JMJD1C,0.931502557,0.586926844,0.615361674,0.068253899,1.149440311,0.250374466,FALSE,FALSE
ASAP3,0.931659981,0.120292815,0.133225818,0.147323219,1.196818317,0.231377377,FALSE,FALSE
SLC12A3,0.931659981,0.006764019,0.006288971,-0.105056815,NA,NA,FALSE,FALSE
SRD5A1,0.931851351,0.028016724,0.021424984,-0.386994139,-0.140266459,0.888449464,FALSE,FALSE
ANK3,0.931851351,0.046448894,0.049979832,0.105701823,0.953288789,0.34044377,FALSE,FALSE
TEX36,0.931851351,0.007754564,0.009513163,0.29487954,NA,NA,FALSE,FALSE
SLC24A3,0.931851351,0.274040266,0.321876764,0.232120542,1.63557141,0.101929318,FALSE,FALSE
HMGCL,0.932003412,0.049855233,0.060347419,0.275547133,0.463310003,0.643142177,FALSE,FALSE
ELN,0.932003412,0.067085936,0.083135095,0.309447293,1.555117732,0.119918033,FALSE,FALSE
ABCA4,0.932056822,0.006506321,0.006880189,0.080606102,NA,NA,FALSE,FALSE
PI4KB,0.932056822,0.085059327,0.083694738,-0.023332509,0.72988847,0.46545836,FALSE,FALSE
SH2D6,0.932056822,0.008466073,0.00830917,-0.026988502,NA,NA,FALSE,FALSE
XPC,0.932056822,0.044369738,0.043305402,-0.035029029,0.457304693,0.647452057,FALSE,FALSE
GAK,0.932056822,0.091154829,0.102395368,0.167759461,0.768638078,0.442108194,FALSE,FALSE
MARVELD2,0.932056822,0.006563111,0.008601044,0.390131969,NA,NA,FALSE,FALSE
RASGEF1C,0.932056822,0.011226356,0.013872027,0.305288877,0.16477052,0.869124609,FALSE,FALSE
SEMA3A,0.932056822,0.152318959,0.164678817,0.112559463,1.74598172,0.080814128,FALSE,FALSE
TMUB1,0.932056822,0.02951904,0.028859165,-0.032616232,0.777986716,0.436576845,FALSE,FALSE
THOC2,0.932056822,0.197730134,0.225716,0.190975934,1.202993705,0.228978757,FALSE,FALSE
SPANXA1,0.932056822,0.004146967,0.007780264,0.90776262,NA,NA,FALSE,FALSE
TTC17,0.932056822,0.411763502,0.423899267,0.041905514,0.621936234,0.533983798,FALSE,FALSE
CSAD,0.932056822,0.089634935,0.103981551,0.214194536,-0.044422415,0.964567694,FALSE,FALSE
BCL7A,0.932056822,0.035865648,0.037904646,0.079772018,-0.339628134,0.734136589,FALSE,FALSE
TPTE2,0.932056822,0.02077111,0.023449446,0.174975548,0.297278589,0.766253827,FALSE,FALSE
ZNF771,0.932056822,0.033555451,0.032521103,-0.045170964,0.874548152,0.381819809,FALSE,FALSE
CSRP2BP,0.932056822,0.015475169,0.015372633,-0.009590894,0.366089709,0.714298136,FALSE,FALSE
APLP1,0.932056822,0.058229039,0.071264197,0.291438637,1.134320705,0.256660047,FALSE,FALSE
ZNF836,0.932056822,0.008178857,0.009772544,0.256834782,NA,NA,FALSE,FALSE
RAI1,0.932113936,0.076673909,0.084875791,0.146617393,1.231328236,0.218200125,FALSE,FALSE
SLC8A3,0.932556416,0.008145003,0.012269921,0.591138735,NA,NA,FALSE,FALSE
RP4-613B23.5,0.932623676,0.003993896,0.00926989,1.214755583,NA,NA,FALSE,FALSE
SDAD1,0.932623676,0.04872435,0.050115559,0.040615644,0.505151509,0.613452425,FALSE,FALSE
HSPA4L,0.932623676,0.057972803,0.064674537,0.15782159,1.219138104,0.22279178,FALSE,FALSE
MAT2B,0.932623676,0.018988561,0.020351827,0.100027676,0.409262011,0.682347391,FALSE,FALSE
TAF9B,0.932623676,0.006255856,0.006999888,0.162124596,NA,NA,FALSE,FALSE
PDDC1,0.932623676,0.078134233,0.081118699,0.054079738,0.768302442,0.442307524,FALSE,FALSE
CTNNA3,0.932623676,0.098601083,0.104009763,0.077043556,0.809416724,0.418275486,FALSE,FALSE
ACTA2,0.932623676,0.020727548,0.01798428,-0.204813071,0.174777339,0.861254595,FALSE,FALSE
GNB3,0.932623676,0.010333466,0.008801807,-0.231452596,NA,NA,FALSE,FALSE
INTS6,0.932623676,0.18102365,0.198022531,0.129486398,1.356533804,0.174929387,FALSE,FALSE
KLC1,0.932623676,0.190296432,0.21076619,0.147394943,1.365857071,0.171983829,FALSE,FALSE
MCM8,0.932623676,0.012035473,0.01593935,0.405299932,0.218293391,0.827200523,FALSE,FALSE
ARFRP1,0.932623676,0.041830984,0.039528014,-0.081696443,0.432980755,0.665028751,FALSE,FALSE
PCSK1N,0.932856183,0.075562812,0.078876824,0.061925074,0.603728514,0.546024153,FALSE,FALSE
TSHZ1,0.932856183,0.096487797,0.097781502,0.019215084,0.222374434,0.824022412,FALSE,FALSE
DAB1,0.932974639,0.166247757,0.171480268,0.044707698,0.711279665,0.47691095,FALSE,FALSE
LSM3,0.933069745,0.036906353,0.040117216,0.12035231,0.884373762,0.376494482,FALSE,FALSE
ERICH6,0.933069745,0.004279363,0.005854854,0.452237098,NA,NA,FALSE,FALSE
SIAH2,0.933069745,0.015072543,0.018135904,0.266925848,1.005554666,0.314629841,FALSE,FALSE
TNK2,0.933069745,0.115583322,0.129468824,0.163671507,1.886833783,0.059182686,FALSE,FALSE
FAM98B,0.933069745,0.034665669,0.034983232,0.013155988,1.208105029,0.227006866,FALSE,FALSE
MPP3,0.933069745,0.011874889,0.011260067,-0.076698574,0.626441862,0.531025159,FALSE,FALSE
MXRA7,0.933069745,0.031612762,0.030680827,-0.043169703,0.110249749,0.912211309,FALSE,FALSE
RPS19,0.933069745,0.110107881,0.129163001,0.230275133,1.523707379,0.127581825,FALSE,FALSE
MYO18B,0.933069745,0.013364204,0.012248025,-0.125824771,-0.027056424,0.978414731,FALSE,FALSE
MRPL32,0.933484963,0.018770879,0.02324673,0.308531571,0.905223492,0.365346999,FALSE,FALSE
DNAL1,0.933484963,0.035108244,0.044780548,0.351062323,0.954369028,0.339896878,FALSE,FALSE
CHP1,0.933484963,0.047170815,0.053527725,0.182391798,1.624687805,0.104229097,FALSE,FALSE
ZNF175,0.933484963,0.014043998,0.017649742,0.329693432,0.405308054,0.685251087,FALSE,FALSE
MAN2B2,0.933531646,0.027334093,0.044831284,0.713804329,0.910689782,0.36245885,FALSE,FALSE
FRMD3,0.933765993,0.018740215,0.02202473,0.232986824,-0.405371746,0.685204276,FALSE,FALSE
SF3B1,0.933946875,0.175286121,0.209712806,0.258703187,1.344806159,0.178687841,FALSE,FALSE
TIRAP,0.933946875,0.012832611,0.017240238,0.425964932,0.498936381,0.617824203,FALSE,FALSE
HPN,0.933946875,0.033799262,0.033365681,-0.018626774,0.236868711,0.812758644,FALSE,FALSE
ZNF197,0.934034372,0.100927779,0.120515132,0.255890993,1.204316356,0.228467327,FALSE,FALSE
KHSRP,0.934124594,0.046550968,0.051415494,0.143392013,0.51793509,0.604503558,FALSE,FALSE
PSMA5,0.934455758,0.023654618,0.029841625,0.335204242,0.782666774,0.433822819,FALSE,FALSE
CCDC138,0.934455758,0.044808693,0.05901821,0.397381516,1.882225469,0.059805409,FALSE,FALSE
COL9A1,0.934455758,0.007475892,0.008675338,0.214674264,NA,NA,FALSE,FALSE
BTBD10,0.934455758,0.070208583,0.064887544,-0.113705856,0.306375307,0.759318907,FALSE,FALSE
ZNF84,0.934455758,0.059611708,0.070767401,0.247489221,1.540483186,0.123442618,FALSE,FALSE
CSNK2A2,0.934455758,0.042797964,0.037443683,-0.192819827,0.002933354,0.997659526,FALSE,FALSE
ETV3,0.934597035,0.004879349,0.006824261,0.483984105,NA,NA,FALSE,FALSE
ROBO4,0.934597035,0.007125354,0.007751146,0.121448013,NA,NA,FALSE,FALSE
PFKM,0.934683858,0.071058687,0.070425039,-0.012922577,0.684874942,0.49342284,FALSE,FALSE
FAM161B,0.934683858,0.00670775,0.005484962,-0.290347339,NA,NA,FALSE,FALSE
APOA1BP,0.934869781,0.024945456,0.021837261,-0.191985129,0.012340095,0.990154279,FALSE,FALSE
MFAP3,0.934869781,0.069028651,0.067493374,-0.032449428,0.37656452,0.706497259,FALSE,FALSE
BLVRA,0.934869781,0.027968695,0.027699341,-0.013961306,0.862923516,0.38817952,FALSE,FALSE
CCDC136,0.934869781,0.025150543,0.033924564,0.431740746,0.594662466,0.552069116,FALSE,FALSE
FBXW10,0.934869781,0.003929583,0.005168314,0.395317744,NA,NA,FALSE,FALSE
TRIM26,0.934977767,0.049337606,0.048781218,-0.016361927,-0.081932276,0.934700568,FALSE,FALSE
TMED1,0.934977767,0.027088252,0.031071151,0.197908405,0.849453072,0.395629232,FALSE,FALSE
FH,0.934983722,0.015462826,0.015957202,0.045403692,0.104435638,0.916823642,FALSE,FALSE
CCDC80,0.934983722,0.016503874,0.023162679,0.488997465,1.207191216,0.227358512,FALSE,FALSE
DDN,0.934983722,0.006670253,0.00808141,0.276865564,NA,NA,FALSE,FALSE
MBD6,0.934983722,0.034231175,0.038130579,0.155637627,0.443370055,0.657498092,FALSE,FALSE
CNOT1,0.934983722,0.066359336,0.066217359,-0.003089986,0.450827845,0.652113631,FALSE,FALSE
KARS,0.934983722,0.033864817,0.036082726,0.091521136,0.543952921,0.58647387,FALSE,FALSE
CRISPLD2,0.934983722,0.008455201,0.012256573,0.535644739,0.191781384,0.847913453,FALSE,FALSE
GPATCH4,0.935000571,0.010141508,0.011794779,0.217876162,1.031127922,0.302480835,FALSE,FALSE
SLC12A4,0.935133724,0.031037074,0.034890667,0.168848643,0.289682669,0.772059016,FALSE,FALSE
ARHGEF10,0.935198626,0.306001098,0.3050775,-0.004361045,0.816760354,0.414065393,FALSE,FALSE
BRI3BP,0.935198626,0.032009116,0.032516379,0.022683773,0.484375279,0.628119559,FALSE,FALSE
PABPC3,0.935198626,0.00555527,0.005975216,0.105133788,NA,NA,FALSE,FALSE
STRN3,0.935198626,0.158366433,0.166258417,0.070160806,1.133070367,0.257184705,FALSE,FALSE
CLPX,0.935198626,0.057911557,0.067315814,0.217094165,0.59983113,0.548618785,FALSE,FALSE
TSKS,0.935198626,0.005555732,0.008039258,0.53308535,NA,NA,FALSE,FALSE
CLEC2L,0.93525277,0.009502731,0.007027003,-0.435432713,NA,NA,FALSE,FALSE
C4orf3,0.935403207,0.038540196,0.038263196,-0.01040651,0.342459286,0.732005279,FALSE,FALSE
ANP32B,0.935403207,0.028940256,0.037671861,0.380409624,0.1863153,0.85219751,FALSE,FALSE
SNX21,0.935403207,0.047828944,0.058344905,0.286722717,1.039168539,0.298726359,FALSE,FALSE
HKR1,0.935403207,0.082596971,0.080190708,-0.0426538,1.296716043,0.194728907,FALSE,FALSE
SUPT16H,0.935419959,0.051902534,0.05341874,0.041540972,0.463681885,0.642875678,FALSE,FALSE
ANKRD50,0.93570171,0.017589048,0.015911084,-0.144645267,-0.108474041,0.913619671,FALSE,FALSE
FLT1,0.93570171,0.00519293,0.005343658,0.041278807,NA,NA,FALSE,FALSE
NUDT7,0.93570171,0.013684879,0.010124233,-0.434770086,-0.081542179,0.935010783,FALSE,FALSE
EMC8,0.93570171,0.028473182,0.03542825,0.315296459,0.716111678,0.473922393,FALSE,FALSE
NUCKS1,0.935720345,0.250503445,0.268690317,0.101113889,0.55099684,0.581635841,FALSE,FALSE
FBXO3,0.935720345,0.056416563,0.070437687,0.320228746,0.775738567,0.437903363,FALSE,FALSE
SEC11C,0.935876262,0.072652411,0.0793727,0.127632192,1.466943317,0.142391476,FALSE,FALSE
AC109829.1,0.93596235,0.002146608,0.005496932,1.356567666,NA,NA,FALSE,FALSE
RPS6KB2,0.935974642,0.021427097,0.028817977,0.427532651,0.474136785,0.635402368,FALSE,FALSE
C6orf58,0.936284463,0.005245781,0.005198722,-0.01300043,NA,NA,FALSE,FALSE
DCPS,0.936289572,0.017878391,0.020553953,0.201198928,0.17827244,0.858509022,FALSE,FALSE
SEP15,0.936387068,0.084098857,0.093510839,0.153047401,1.051842158,0.292871973,FALSE,FALSE
TMEM86B,0.936387068,0.009289523,0.009595657,0.046776956,NA,NA,FALSE,FALSE
B4GALT2,0.936500082,0.026910271,0.033901808,0.333205327,0.819930711,0.412255608,FALSE,FALSE
CNPPD1,0.936500082,0.029959457,0.023229824,-0.367033272,0.095034556,0.92428738,FALSE,FALSE
ADARB1,0.936500082,0.045646856,0.044009444,-0.05270234,0.450292724,0.652499385,FALSE,FALSE
RABGGTB,0.936694008,0.014713834,0.018895934,0.360902657,0.293057301,0.769478353,FALSE,FALSE
GPR155,0.936694008,0.081417193,0.085375634,0.068490904,0.524661086,0.599818813,FALSE,FALSE
SSRP1,0.936694008,0.025847844,0.026396063,0.030278837,0.283134986,0.777073364,FALSE,FALSE
MICAL3,0.936694008,0.163803163,0.207042949,0.337966853,1.08173971,0.279368203,FALSE,FALSE
IL22RA1,0.936698909,0.002427462,0.003444651,0.504909255,NA,NA,FALSE,FALSE
NDUFAF3,0.936698909,0.025679113,0.025950941,0.015191505,0.744057021,0.456841979,FALSE,FALSE
ACKR4,0.936698909,0.00242982,0.003433361,0.498772053,NA,NA,FALSE,FALSE
SELT,0.936698909,0.080319387,0.091895398,0.194244363,1.361421081,0.173380658,FALSE,FALSE
YIPF7,0.936698909,0.007549557,0.007450007,-0.019150328,NA,NA,FALSE,FALSE
PWWP2B,0.936698909,0.012948302,0.007651456,-0.758956769,NA,NA,FALSE,FALSE
GDF11,0.936698909,0.033507152,0.049528179,0.563780523,1.433992088,0.151574521,FALSE,FALSE
RPH3AL,0.936698909,0.01534707,0.016078342,0.067155351,0.436454195,0.662507225,FALSE,FALSE
THEMIS2,0.936730268,0.002750995,0.006063773,1.140262221,NA,NA,FALSE,FALSE
FAM161A,0.936730268,0.047359561,0.057656232,0.283820829,1.011640753,0.311709853,FALSE,FALSE
ERAP2,0.936730268,0.026033582,0.026520874,0.026754449,0.45173717,0.651458338,FALSE,FALSE
TRPM6,0.936730268,0.002394496,0.004802932,1.004193749,NA,NA,FALSE,FALSE
MYRFL,0.936730268,0.010196571,0.013246029,0.377475778,1.038787067,0.298903777,FALSE,FALSE
CH507-9B2.5,0.936730268,0.002274795,0.003376914,0.569969189,NA,NA,FALSE,FALSE
GPR19,0.936746648,0.008837641,0.016350715,0.887620436,0.671771952,0.501728887,FALSE,FALSE
ENPP1,0.936847952,0.002822148,0.003608099,0.354445501,NA,NA,FALSE,FALSE
KPNA5,0.936972073,0.133144707,0.132733966,-0.004457482,0.471088737,0.637577368,FALSE,FALSE
CTD-3074O7.11,0.936972073,0.003449969,0.00360751,0.06442025,NA,NA,FALSE,FALSE
CENPA,0.9370758,0.00783949,0.01555055,0.988133886,0.999424831,0.317588936,FALSE,FALSE
LSM7,0.9370758,0.042416962,0.04419999,0.059404772,0.811937878,0.416827278,FALSE,FALSE
SCGB2B2,0.9370758,0.198705896,0.225700346,0.183773952,1.458941237,0.144581282,FALSE,FALSE
MMP11,0.9370758,0.003350763,0.006088231,0.861533666,NA,NA,FALSE,FALSE
CNR2,0.937121561,0.00256735,0.003315183,0.368808601,NA,NA,FALSE,FALSE
ZNF22,0.937121561,0.021905076,0.020706821,-0.081159157,0.031540459,0.974838526,FALSE,FALSE
RHBDF1,0.937121561,0.016729602,0.021010266,0.328691308,0.490545443,0.623747982,FALSE,FALSE
TMEM221,0.937121561,0.008661661,0.009555998,0.141762749,NA,NA,FALSE,FALSE
SOX10,0.937121561,0.002982332,0.005201963,0.802615447,NA,NA,FALSE,FALSE
CD200,0.937316111,0.011989224,0.017415114,0.538601686,0.663931227,0.506734329,FALSE,FALSE
SPINK5,0.937316111,0.003357552,0.006712125,0.999359927,NA,NA,FALSE,FALSE
RAB11FIP1,0.937316111,0.003231911,0.003067563,-0.075294429,NA,NA,FALSE,FALSE
CSGALNACT2,0.937316111,0.0814474,0.074540614,-0.127841955,0.524394475,0.600004198,FALSE,FALSE
