Entrez,ENS,Biotype,HGNC,logFC,AveExpr,t,P.Value,adj.P.Val,B,GeneList,LncList
101928053,NA,NA,NA,0.531404182,2.961532198,4.802357943,4.66E-06,0.000433592,3.906126327,FALSE,FALSE
10815,ENSG00000168993,protein_coding,CPLX1,-0.53126381,6.546094618,-2.967619372,0.00363665,0.016440854,-2.179795926,FALSE,FALSE
30811,ENSG00000142149,protein_coding,HUNK,-0.531252628,2.466910118,-3.077636273,0.002596338,0.013160057,-1.658946245,FALSE,FALSE
58526,ENSG00000165175,protein_coding,MID1IP1,0.531175308,7.187100745,3.25847596,0.001464544,0.009050832,-1.357374691,FALSE,FALSE
4323,ENSG00000157227,protein_coding,MMP14,0.53117459,3.523716108,3.223170768,0.00164071,0.009730168,-1.325056257,FALSE,FALSE
3788,ENSG00000156486,protein_coding,KCNS2,-0.530686541,0.973733411,-2.497709635,0.013882047,0.041829435,-2.975512556,FALSE,FALSE
7681,ENSG00000179455,protein_coding,MKRN3,0.530598307,2.06312512,3.080786862,0.002571077,0.013091419,-1.631539844,TRUE,FALSE
4034,ENSG00000077454,protein_coding,LRCH4,0.530463944,5.463987544,4.590623835,1.11E-05,0.000606779,3.12533403,FALSE,FALSE
100506321,NA,NA,NA,0.529894917,2.639607481,4.412876085,2.27E-05,0.000845403,2.479118657,FALSE,FALSE
101929748,NA,NA,NA,-0.529887863,2.7951107,-3.426867219,0.000841925,0.006380482,-0.70016791,FALSE,FALSE
11001,ENSG00000140284,protein_coding,SLC27A2,-0.529854137,1.06519565,-2.498424418,0.013855525,0.041806733,-2.977215268,FALSE,FALSE
284018,ENSG00000186665,protein_coding,C17orf58,-0.529630975,3.690596374,-5.821958676,5.15E-08,0.000113078,8.099353387,FALSE,FALSE
284021,ENSG00000271605,protein_coding,MILR1,0.529603786,2.29687436,2.743308915,0.007034926,0.025768347,-2.486598358,FALSE,FALSE
147658,ENSG00000198633,protein_coding,ZNF534,-0.529600358,1.131513158,-4.027698965,0.000100182,0.001831507,1.082491384,FALSE,FALSE
440934,NA,NA,NA,-0.529485547,3.414733054,-3.720875253,0.000305895,0.003357212,0.16373771,FALSE,FALSE
441631,ENSG00000110900,protein_coding,TSPAN11,0.529294319,3.93326713,3.465196347,0.000740238,0.005859908,-0.653526997,FALSE,FALSE
26148,NA,NA,NA,0.529276521,1.007107637,3.361870896,0.001044906,0.007340567,-0.886395909,FALSE,FALSE
5172,ENSG00000091137,protein_coding,SLC26A4,-0.529072458,3.345793368,-3.632031591,0.000417889,0.004063788,-0.103287486,FALSE,FALSE
3111,ENSG00000235744,protein_coding,HLA-DOA,0.529050639,2.889559096,2.417659589,0.017155436,0.048767482,-3.272719984,FALSE,FALSE
388849,ENSG00000234409,protein_coding,CCDC188,-0.529012944,0.348319993,-2.571284246,0.01137847,0.036380481,-2.804036201,FALSE,FALSE
7462,ENSG00000086730,protein_coding,LAT2,0.528950765,4.450214704,3.062517524,0.002720788,0.01360936,-1.852679698,FALSE,FALSE
10361,ENSG00000158806,protein_coding,NPM2,-0.528452596,4.508963292,-3.632605514,0.000417055,0.004058254,-0.169861444,FALSE,FALSE
128497,ENSG00000149634,protein_coding,SPATA25,0.528310906,0.870901528,3.32862824,0.001165651,0.007799024,-0.982262264,FALSE,FALSE
5223,ENSG00000171314,protein_coding,PGAM1,-0.528165649,3.856122104,-4.632634451,9.39E-06,0.000573243,3.309822567,FALSE,FALSE
101927179,NA,NA,NA,0.5281486,-0.030043105,3.300060037,0.001279727,0.008250885,-1.095498199,FALSE,FALSE
116985,ENSG00000186635,protein_coding,ARAP1,0.528032791,6.47067275,5.165807007,9.89E-07,0.000249295,5.380185757,TRUE,FALSE
729475,ENSG00000214842,protein_coding,RAD51AP2,-0.528021681,0.460460829,-2.632520288,0.009612779,0.032303493,-2.673762423,FALSE,FALSE
6518,ENSG00000142583,protein_coding,SLC2A5,0.527967163,4.769064913,2.693617258,0.008101504,0.028569935,-2.822550281,FALSE,FALSE
23467,ENSG00000221890,protein_coding,NPTXR,-0.527952579,8.001439716,-3.467889843,0.000733545,0.005826644,-0.704815017,FALSE,FALSE
1749,ENSG00000105880,protein_coding,DLX5,-0.527898144,0.659443755,-2.534401717,0.012577733,0.038988311,-2.889370108,FALSE,FALSE
53822,ENSG00000221946,protein_coding,FXYD7,-0.527681314,6.233630399,-4.045473363,9.37E-05,0.001766478,1.137085646,FALSE,FALSE
100847042,NA,NA,NA,0.527680893,1.311985542,2.655864727,0.009007598,0.030805601,-2.637581816,FALSE,FALSE
128434,ENSG00000132821,protein_coding,VSTM2L,-0.527659474,5.185126844,-3.364924284,0.001034424,0.007289477,-1.023234204,FALSE,FALSE
313,ENSG00000136250,protein_coding,AOAH,0.527151903,2.524564846,3.327661209,0.001169351,0.007811372,-0.973204529,FALSE,FALSE
2970,NA,NA,NA,0.526876707,3.737231753,4.411682645,2.29E-05,0.000845833,2.500062459,FALSE,FALSE
6405,ENSG00000001617,protein_coding,SEMA3F,0.526683577,3.397438457,2.587536848,0.010883432,0.035200606,-2.961099456,FALSE,FALSE
344148,ENSG00000176771,protein_coding,NCKAP5,0.52653458,3.529660023,3.924566194,0.000146761,0.002222519,0.822184407,FALSE,FALSE
2995,ENSG00000136732,protein_coding,GYPC,0.526440517,3.297111328,5.085766152,1.40E-06,0.000292792,5.034610678,FALSE,FALSE
8624,ENSG00000183527,protein_coding,PSMG1,-0.526143771,3.74106077,-4.627400732,9.60E-06,0.000573243,3.290484021,FALSE,FALSE
443,ENSG00000108381,protein_coding,ASPA,0.526005825,4.715401972,2.760518149,0.00669642,0.02493888,-2.650692746,FALSE,FALSE
158056,ENSG00000177943,protein_coding,MAMDC4,0.526002086,3.088956153,3.336567541,0.00113568,0.007696478,-0.973713501,FALSE,FALSE
102724705,NA,NA,NA,0.525907096,2.728336266,3.352937378,0.001076149,0.007428382,-0.905893037,FALSE,FALSE
3759,ENSG00000123700,protein_coding,KCNJ2,0.525888208,4.346532698,2.917026516,0.004233767,0.018186683,-2.232808509,FALSE,FALSE
7432,ENSG00000146469,protein_coding,VIP,-0.525707032,3.315025202,-3.091266257,0.002488682,0.012812885,-1.685946804,FALSE,FALSE
9556,ENSG00000156411,protein_coding,ATP5MPL,-0.525450321,6.832085975,-5.64931609,1.14E-07,0.000139081,7.409923428,FALSE,FALSE
79017,ENSG00000006625,protein_coding,GGCT,-0.525336574,5.071453915,-5.278244683,6.04E-07,0.000216704,5.846212549,FALSE,FALSE
102725327,NA,NA,NA,-0.525289616,1.823714789,-3.756379656,0.000269653,0.003125271,0.293121189,FALSE,FALSE
101927532,NA,NA,NA,0.524740292,2.619291871,2.613820659,0.01012377,0.033440318,-2.829881392,FALSE,FALSE
29841,ENSG00000134317,protein_coding,GRHL1,-0.524731159,2.510782668,-4.083669962,8.12E-05,0.001629342,1.353251042,FALSE,FALSE
147746,ENSG00000160396,protein_coding,HIPK4,-0.524685274,2.140252226,-2.81664084,0.005692966,0.022272794,-2.302545884,FALSE,FALSE
27039,ENSG00000078795,protein_coding,PKD2L2,0.524651562,3.040275842,4.100590047,7.62E-05,0.001581474,1.415121069,TRUE,FALSE
570,ENSG00000276559,protein_coding,BAAT,-0.524640433,0.844735669,-2.964613849,0.003669833,0.016540332,-1.910016037,FALSE,FALSE
343990,ENSG00000196872,protein_coding,KIAA1211L,-0.524488554,5.82313582,-3.439020159,0.000808342,0.006181936,-0.81876302,FALSE,FALSE
102724384,NA,NA,NA,-0.524355135,1.707445977,-3.025468684,0.003049458,0.014522092,-1.767474843,FALSE,FALSE
1141,ENSG00000160716,protein_coding,CHRNB2,-0.524190679,4.446832922,-2.819728267,0.00564197,0.022132333,-2.46649416,TRUE,FALSE
378884,ENSG00000187566,protein_coding,NHLRC1,-0.524103476,1.470707533,-3.403316949,0.000910764,0.006691625,-0.756016722,FALSE,FALSE
23524,ENSG00000167978,protein_coding,SRRM2,0.524033769,9.23972295,5.371066778,4.00E-07,0.000190945,6.223003182,TRUE,FALSE
783,ENSG00000165995,protein_coding,CACNB2,-0.523824041,5.132406165,-3.966441402,0.000125784,0.002060194,0.896109262,FALSE,FALSE
100128811,NA,NA,NA,-0.523791379,-0.094626026,-3.11092838,0.002340652,0.012295591,-1.568876917,FALSE,FALSE
374879,ENSG00000196110,protein_coding,ZNF699,0.523698495,1.184050082,2.895131241,0.00451909,0.018982438,-2.078871943,FALSE,FALSE
57716,ENSG00000105227,protein_coding,PRX,0.523585282,3.741861233,3.308004518,0.001246998,0.008111254,-1.106716506,FALSE,FALSE
54440,ENSG00000122122,protein_coding,SASH3,0.523501842,3.105734815,2.687913107,0.008232886,0.028921198,-2.687545128,FALSE,FALSE
161779,ENSG00000182405,protein_coding,PGBD4,0.523319928,0.602797277,3.269284513,0.001414247,0.008864629,-1.148600606,FALSE,FALSE
341676,ENSG00000197168,protein_coding,NEK5,0.523155505,-0.120942025,2.424668674,0.01684362,0.048130103,-3.096035179,FALSE,FALSE
116238,ENSG00000160606,protein_coding,TLCD1,-0.522989262,2.228213546,-3.627418054,0.000424654,0.004097845,-0.096358489,FALSE,FALSE
102725359,NA,NA,NA,-0.522429218,0.332849075,-2.796937618,0.006028448,0.02320319,-2.307143908,FALSE,FALSE
11035,ENSG00000129465,protein_coding,RIPK3,0.522342738,0.403804639,2.712320385,0.007683949,0.02751511,-2.497117938,FALSE,FALSE
4671,ENSG00000276068,protein_coding,NAIP,0.522238359,1.092355981,2.866927597,0.004912608,0.0200356,-2.145559565,FALSE,FALSE
1786,ENSG00000130816,protein_coding,DNMT1,0.52184388,5.119487283,4.721045255,6.53E-06,0.000471185,3.632100261,FALSE,FALSE
27099,NA,NA,NA,-0.521705253,0.752403725,-3.550455801,0.000553964,0.004848078,-0.371848548,FALSE,FALSE
9314,ENSG00000136826,protein_coding,KLF4,0.521633643,3.472297967,2.818619478,0.005660236,0.022184188,-2.407858838,FALSE,FALSE
100132891,NA,NA,NA,-0.521573413,3.04088801,-3.517200274,0.000620635,0.005251704,-0.442538683,FALSE,FALSE
728730,NA,NA,NA,-0.5215667,3.300639727,-4.585608169,1.14E-05,0.00061545,3.127567664,FALSE,FALSE
3109,ENSG00000226264,protein_coding,HLA-DMB,0.521507024,3.965340316,2.707466679,0.007790391,0.027778531,-2.717425339,FALSE,FALSE
64333,ENSG00000123329,protein_coding,ARHGAP9,0.52112559,3.493879399,3.676150907,0.000358144,0.003695554,0.025232437,FALSE,FALSE
349075,ENSG00000178665,protein_coding,ZNF713,0.521095714,2.505153756,4.20105917,5.20E-05,0.001297621,1.739516561,FALSE,FALSE
163126,ENSG00000176396,protein_coding,EID2,-0.521071816,4.421271181,-4.715165724,6.69E-06,0.000474565,3.61650641,FALSE,FALSE
101927035,NA,NA,NA,-0.52085308,0.986369528,-2.925668422,0.00412578,0.017871263,-2.00477026,FALSE,FALSE
220441,ENSG00000176641,protein_coding,RNF152,0.520797016,4.522400852,3.463715322,0.000743942,0.005880411,-0.706240319,FALSE,FALSE
149478,ENSG00000222009,protein_coding,BTBD19,0.520541332,1.199542323,2.643038055,0.009335712,0.031601941,-2.663055621,FALSE,FALSE
102723809,NA,NA,NA,0.520367677,1.176337848,2.956014864,0.003766317,0.016798425,-1.931234445,FALSE,FALSE
2176,ENSG00000158169,protein_coding,FANCC,0.520344816,2.922861502,4.448648621,1.97E-05,0.000785221,2.621025596,FALSE,FALSE
23210,ENSG00000070495,protein_coding,JMJD6,0.52033639,5.500672919,3.704966724,0.000323592,0.00346492,0.005504855,FALSE,FALSE
2123,ENSG00000126860,protein_coding,EVI2A,0.520253772,6.374134095,2.660193293,0.008899247,0.030577793,-2.969634451,FALSE,FALSE
400999,NA,NA,NA,-0.520215476,1.097236881,-4.004207539,0.000109348,0.001909188,1.013668575,FALSE,FALSE
439994,NA,NA,NA,0.520056898,-0.029461774,3.042517678,0.002893903,0.014133731,-1.737976811,FALSE,FALSE
1040,ENSG00000163624,protein_coding,CDS1,-0.519831564,4.861334435,-4.24874731,4.32E-05,0.001187911,1.884048459,FALSE,FALSE
64946,ENSG00000153044,protein_coding,CENPH,-0.519817613,1.170040601,-4.36010799,2.80E-05,0.000943416,2.162444195,FALSE,FALSE
3669,ENSG00000172183,protein_coding,ISG20,0.519759949,1.770374563,2.876228763,0.00477949,0.019637382,-2.140246061,FALSE,FALSE
29887,ENSG00000086300,protein_coding,SNX10,-0.519666757,6.084821977,-3.170481741,0.001940643,0.010811282,-1.605666457,FALSE,FALSE
257,ENSG00000156150,protein_coding,ALX3,0.519361753,1.656630888,3.353085325,0.001075624,0.007427975,-0.894204048,FALSE,FALSE
100287482,ENSG00000240204,protein_coding,SMKR1,-0.519338092,2.006940956,-3.93202655,0.000142794,0.002204495,0.842454885,FALSE,FALSE
1290,ENSG00000204262,protein_coding,COL5A2,-0.519337854,4.008533758,-2.802566255,0.005930815,0.022907644,-2.497570042,FALSE,FALSE
100996447,NA,NA,NA,-0.519287302,3.125596787,-4.09208736,7.87E-05,0.001613236,1.386800328,FALSE,FALSE
3059,ENSG00000180353,protein_coding,HCLS1,0.519223897,5.023738251,2.907932565,0.004350202,0.018510467,-2.303682459,FALSE,FALSE
114571,ENSG00000149742,protein_coding,SLC22A9,-0.519094816,1.715759112,-2.846466919,0.005217474,0.020878295,-2.215000597,FALSE,FALSE
100506795,ENSG00000231768,lncRNA,LINC01354,0.519049574,3.008782151,3.037878549,0.002935488,0.014229873,-1.802393863,FALSE,FALSE
654790,ENSG00000248485,protein_coding,PCP4L1,-0.518983361,3.055239285,-2.640523261,0.009401294,0.031756685,-2.794104638,FALSE,FALSE
339451,ENSG00000187961,protein_coding,KLHL17,0.518948755,3.222774098,3.865026089,0.000182402,0.00251378,0.635315972,FALSE,FALSE
27018,ENSG00000166681,protein_coding,BEX3,-0.518863856,7.899579611,-5.091483273,1.36E-06,0.000292618,5.086487941,FALSE,FALSE
5136,ENSG00000115252,protein_coding,PDE1A,-0.518797065,5.980846735,-2.914466624,0.00426625,0.018281551,-2.30875946,FALSE,FALSE
340543,ENSG00000204065,protein_coding,TCEAL5,-0.518713727,5.330137886,-4.561189064,1.26E-05,0.000643799,3.014875994,FALSE,FALSE
54511,ENSG00000146151,protein_coding,HMGCLL1,-0.518188289,3.411552459,-3.715677038,0.000311574,0.003389964,0.154484585,FALSE,FALSE
22834,ENSG00000198740,protein_coding,ZNF652,0.517865536,6.594915853,4.083160526,8.14E-05,0.001629342,1.270702211,TRUE,FALSE
286002,NA,NA,NA,-0.517835781,5.170746837,-3.069952893,0.00265891,0.013375952,-1.858573721,FALSE,FALSE
2635,ENSG00000117226,protein_coding,GBP3,0.517709388,2.912618802,2.669249097,0.008676371,0.030052747,-2.71874609,FALSE,FALSE
101927793,NA,NA,NA,0.517659112,0.393763662,3.124047258,0.002246472,0.011954438,-1.526179441,FALSE,FALSE
7058,ENSG00000186340,protein_coding,THBS2,0.517623199,5.501436488,3.126093209,0.002232105,0.011903204,-1.731189894,FALSE,FALSE
91977,ENSG00000164591,protein_coding,MYOZ3,-0.517561049,0.903037559,-2.998405396,0.003312314,0.015431133,-1.826921639,TRUE,FALSE
6660,ENSG00000134532,protein_coding,SOX5,0.51738895,2.412375855,3.095153125,0.002458748,0.012699679,-1.602678346,FALSE,FALSE
5058,ENSG00000149269,protein_coding,PAK1,-0.517309605,6.791695328,-3.40232406,0.00091378,0.006696987,-0.918899691,FALSE,FALSE
1843,ENSG00000120129,protein_coding,DUSP1,0.517033307,6.626195445,3.777621445,0.000249959,0.002973467,0.237276057,FALSE,FALSE
23102,ENSG00000167202,protein_coding,TBC1D2B,0.516898173,4.725448318,4.663389184,8.28E-06,0.000525761,3.414982696,FALSE,FALSE
101928300,NA,NA,NA,-0.51676992,1.834596212,-3.012025796,0.003177517,0.015009408,-1.804391425,FALSE,FALSE
4745,ENSG00000165973,protein_coding,NELL1,-0.516718172,3.615811097,-2.791260956,0.006128397,0.023479945,-2.463190427,FALSE,FALSE
283731,NA,NA,NA,0.516653234,0.486142102,2.734320787,0.007217842,0.026257832,-2.448230439,FALSE,FALSE
4864,ENSG00000141458,protein_coding,NPC1,0.516612485,6.701468676,3.917509662,0.000150609,0.002251704,0.707809613,FALSE,FALSE
55531,ENSG00000110675,protein_coding,ELMOD1,-0.516573459,5.530478374,-3.148754488,0.002078578,0.011328442,-1.655723177,FALSE,FALSE
200810,ENSG00000189366,protein_coding,ALG1L,-0.51655888,0.464034503,-2.802718068,0.005928202,0.022902582,-2.293479524,FALSE,FALSE
7855,ENSG00000163251,protein_coding,FZD5,0.516437893,2.944217165,3.175352029,0.001910915,0.010734331,-1.416702031,FALSE,FALSE
3617,ENSG00000112706,protein_coding,IMPG1,0.516264953,0.937027067,2.759383288,0.006718277,0.024979935,-2.394946473,FALSE,FALSE
3635,ENSG00000168918,protein_coding,INPP5D,0.516176627,5.046196048,3.749513821,0.000276327,0.003167134,0.170133457,FALSE,FALSE
2844,ENSG00000011454,protein_coding,RABGAP1,-0.516150678,1.991656772,-2.918483931,0.004215375,0.018138701,-2.045522996,FALSE,FALSE
100528062,ENSG00000286237,protein_coding,,-0.516114461,5.894681692,-4.228659037,4.67E-05,0.001244566,1.79456967,FALSE,FALSE
192669,ENSG00000126070,protein_coding,AGO3,0.516076639,2.475971117,3.925123731,0.000146461,0.002221318,0.830566514,FALSE,FALSE
25907,ENSG00000249992,protein_coding,TMEM158,-0.516022059,4.298956921,-3.719241868,0.000307669,0.003359901,0.10457105,FALSE,FALSE
124751,ENSG00000184619,protein_coding,KRBA2,0.515949443,2.263570111,3.334035823,0.001145158,0.007717198,-0.948306425,TRUE,FALSE
6494,ENSG00000213445,protein_coding,SIPA1,0.51587963,4.911006951,3.745617378,0.000280184,0.003194683,0.161927548,FALSE,FALSE
101927051,NA,NA,NA,0.515866794,1.765341489,3.306257006,0.001254129,0.008133568,-1.022392492,FALSE,FALSE
4905,ENSG00000276262,protein_coding,NSF,-0.515489534,7.433088795,-3.138925479,0.002143922,0.011590871,-1.683511484,FALSE,FALSE
10855,ENSG00000173083,protein_coding,HPSE,0.515342035,1.93540794,2.827155752,0.005520994,0.021754844,-2.262571666,FALSE,FALSE
100302736,ENSG00000251201,protein_coding,TMED7-TICAM2,0.515230721,3.762284817,3.842433116,0.000197971,0.002628968,0.54728659,FALSE,FALSE
4734,ENSG00000069869,protein_coding,NEDD4,0.515149334,3.078542733,3.043370465,0.002886319,0.014119993,-1.785047679,FALSE,FALSE
130132,ENSG00000162944,protein_coding,RFTN2,0.515131931,6.244988469,3.654691195,0.000386116,0.003845178,-0.16307121,FALSE,FALSE
140733,ENSG00000172264,protein_coding,MACROD2,-0.515100718,4.146071852,-3.794942461,0.00023492,0.002874294,0.367921473,FALSE,FALSE
3903,ENSG00000276053,protein_coding,LAIR1,0.514954428,4.190972178,2.518203818,0.013139345,0.040175711,-3.192930046,FALSE,FALSE
54541,ENSG00000168209,protein_coding,DDIT4,0.514731232,6.906071767,3.48732456,0.000686912,0.005628683,-0.680015397,FALSE,FALSE
51626,ENSG00000138036,protein_coding,DYNC2LI1,-0.514501626,4.731819242,-4.902606026,3.06E-06,0.000373845,4.336993983,FALSE,FALSE
91057,ENSG00000109881,protein_coding,CCDC34,-0.514466277,4.190003772,-3.378863165,0.000987813,0.007061066,-0.945638521,FALSE,FALSE
2888,ENSG00000115290,protein_coding,GRB14,-0.51445214,2.486266566,-3.7095347,0.000318414,0.003439237,0.153437338,FALSE,FALSE
128854,NA,NA,NA,0.514277061,0.101880005,2.523564681,0.012951035,0.039767165,-2.89997533,FALSE,FALSE
100873941,NA,NA,NA,0.514207688,-0.023004726,2.504731312,0.01362346,0.041277974,-2.937433943,FALSE,FALSE
54742,ENSG00000160886,protein_coding,LY6K,-0.514094243,1.836002561,-4.223026467,4.78E-05,0.001250184,1.781424795,FALSE,FALSE
283578,ENSG00000100580,protein_coding,TMED8,0.513965305,2.738446009,3.306789681,0.001251952,0.008133311,-1.034643602,FALSE,FALSE
101927031,NA,NA,NA,0.513742676,0.114094186,3.086955136,0.002522277,0.012936605,-1.626347681,FALSE,FALSE
4038,ENSG00000134569,protein_coding,LRP4,0.513691941,7.689512094,3.683225432,0.000349352,0.003624521,-0.043552195,TRUE,FALSE
63898,ENSG00000104611,protein_coding,SH2D4A,0.513539355,1.648314852,4.048628678,9.26E-05,0.00176082,1.194445095,FALSE,FALSE
4706,ENSG00000004779,protein_coding,NDUFAB1,-0.513509969,5.69314655,-5.242635165,7.06E-07,0.000230001,5.695977786,FALSE,FALSE
6845,ENSG00000124333,protein_coding,VAMP7,0.513365148,-0.202350308,3.225452309,0.001628753,0.00970408,-1.291291545,FALSE,FALSE
6014,ENSG00000152214,protein_coding,RIT2,-0.513123593,2.827864155,-3.255290256,0.001479684,0.0091131,-1.193034708,FALSE,FALSE
338557,ENSG00000186188,protein_coding,FFAR4,-0.513077524,0.75146056,-2.775327834,0.006417058,0.024226908,-2.358000997,FALSE,FALSE
102725201,NA,NA,NA,0.512811476,-0.010637263,3.124602463,0.002242564,0.011937259,-1.537406027,FALSE,FALSE
102725411,NA,NA,NA,0.512811476,-0.010637263,3.124602463,0.002242564,0.011937259,-1.537406027,FALSE,FALSE
79570,ENSG00000084628,protein_coding,NKAIN1,0.512781968,3.318934529,2.605852303,0.010348862,0.033959257,-2.8997094,FALSE,FALSE
100652759,NA,NA,NA,0.512777527,2.954319019,2.851518475,0.005140636,0.020663619,-2.254529869,FALSE,FALSE
26784,NA,NA,NA,0.512509025,-0.391045866,3.060197509,0.002740367,0.013668406,-1.705896826,FALSE,FALSE
101929469,ENSG00000283297,protein_coding,TEX52,0.512429228,0.593215009,2.440296539,0.016166453,0.046634712,-3.078409547,FALSE,FALSE
1010,ENSG00000154162,protein_coding,CDH12,-0.512420709,1.313488151,-2.424291571,0.016860267,0.048154194,-3.142494824,FALSE,FALSE
392255,ENSG00000156466,protein_coding,GDF6,0.51207529,0.170358679,2.709012211,0.007756353,0.027695409,-2.504129687,FALSE,FALSE
400566,ENSG00000187624,protein_coding,C17orf97,-0.511777468,2.454137646,-3.354413001,0.001070928,0.007415813,-0.899452619,FALSE,FALSE
10863,ENSG00000042980,protein_coding,ADAM28,0.51158093,3.539994723,2.526037192,0.012865002,0.039592589,-3.098618839,FALSE,FALSE
9515,ENSG00000145087,protein_coding,STXBP5L,-0.511570183,4.927256188,-2.947323035,0.003866212,0.017118039,-2.167613104,FALSE,FALSE
729096,NA,NA,NA,0.511525702,1.024836382,3.184118508,0.00185847,0.010574634,-1.357705486,FALSE,FALSE
23594,ENSG00000091651,protein_coding,ORC6,-0.511270958,1.906391827,-3.830225432,0.000206902,0.002702644,0.514881655,FALSE,FALSE
157556,NA,NA,NA,-0.511184948,0.329801448,-3.441554701,0.000801499,0.006154136,-0.696343481,FALSE,FALSE
101928431,NA,NA,NA,0.510881618,-0.250001686,3.55372769,0.000547782,0.004815386,-0.439483635,FALSE,FALSE
219287,ENSG00000165566,protein_coding,AMER2,0.510734328,8.272338043,3.37881972,0.000987955,0.007061066,-0.967382818,FALSE,FALSE
200150,ENSG00000180287,protein_coding,PLD5,0.510580993,2.790813231,4.616288281,1.00E-05,0.000573243,3.21583952,FALSE,FALSE
53840,ENSG00000258659,protein_coding,TRIM34,0.510518163,1.316578696,3.067140404,0.002682161,0.01346595,-1.654556158,FALSE,FALSE
100132074,ENSG00000204060,protein_coding,FOXO6,0.510451191,1.781884503,3.220795734,0.001653243,0.009767242,-1.254347805,FALSE,FALSE
51588,ENSG00000105229,protein_coding,PIAS4,0.510149674,3.43041125,3.695625259,0.000334431,0.003527279,0.094228052,FALSE,FALSE
85301,ENSG00000196739,protein_coding,COL27A1,0.510135387,4.644981618,4.584532121,1.14E-05,0.000615753,3.113942123,FALSE,FALSE
4900,ENSG00000154146,protein_coding,NRGN,-0.510105195,8.838595492,-2.973412927,0.003573464,0.016247385,-2.086811021,TRUE,FALSE
84707,ENSG00000133134,protein_coding,BEX2,-0.510053589,6.429440524,-4.153470026,6.23E-05,0.001442003,1.52206991,FALSE,FALSE
140771,NA,NA,NA,0.509810754,-0.216123853,3.330174834,0.001159755,0.007773851,-1.027014143,FALSE,FALSE
650794,NA,NA,NA,0.509677191,1.600012802,2.928108364,0.004095752,0.017789405,-2.005076954,FALSE,FALSE
8820,ENSG00000163666,protein_coding,HESX1,-0.509652921,0.452866797,-3.624022922,0.000429699,0.004118662,-0.184078175,FALSE,FALSE
101928947,NA,NA,NA,0.50960316,0.52907442,2.470519139,0.014925282,0.043982699,-3.014670386,FALSE,FALSE
10669,ENSG00000138028,protein_coding,CGREF1,-0.50948951,4.833697272,-4.449462058,1.97E-05,0.000785221,2.610869911,FALSE,FALSE
9890,ENSG00000117600,protein_coding,PLPPR4,-0.509413278,5.972331957,-2.902140373,0.004425887,0.018714755,-2.328998285,FALSE,FALSE
574042,NA,NA,NA,0.509389595,0.197360959,3.511342608,0.000633136,0.005313503,-0.517704058,FALSE,FALSE
7277,ENSG00000127824,protein_coding,TUBA4A,-0.509315656,6.545645599,-3.196297204,0.001787831,0.010308183,-1.529570235,FALSE,FALSE
10923,ENSG00000113387,protein_coding,SUB1,-0.509168992,7.378303059,-5.061865773,1.55E-06,0.000299266,4.963817682,FALSE,FALSE
1268,ENSG00000118432,protein_coding,CNR1,-0.509076369,5.417123612,-2.566801353,0.011518531,0.036672573,-3.151117818,FALSE,FALSE
388558,ENSG00000198482,protein_coding,ZNF808,0.508849565,2.014534103,2.92187774,0.004172832,0.018017369,-2.032383444,FALSE,FALSE
54947,ENSG00000087253,protein_coding,LPCAT2,0.508805013,4.801035459,3.098935467,0.00242994,0.01262506,-1.76354359,FALSE,FALSE
93643,ENSG00000137221,protein_coding,TJAP1,0.50843125,5.994758098,3.675411346,0.000359076,0.003695554,-0.089046684,FALSE,FALSE
28996,ENSG00000064393,protein_coding,HIPK2,0.50801032,9.91609053,3.336987036,0.001134117,0.007692919,-1.017059033,FALSE,FALSE
22807,ENSG00000030419,protein_coding,IKZF2,0.507986203,4.351830595,3.785767709,0.000242776,0.002927627,0.330308606,FALSE,FALSE
91661,ENSG00000196417,protein_coding,ZNF765,0.507971165,2.102351261,4.260160779,4.14E-05,0.001171468,1.918307021,FALSE,FALSE
100874296,NA,NA,NA,-0.50739493,-0.252690293,-3.39902102,0.000923878,0.006740093,-0.844000355,FALSE,FALSE
2152,ENSG00000117525,protein_coding,F3,-0.507328331,6.665813904,-3.021197626,0.003089618,0.0146736,-2.036166085,FALSE,FALSE
84553,ENSG00000146267,protein_coding,FAXC,-0.507311275,4.870907752,-3.268596702,0.001417399,0.008868578,-1.282925796,FALSE,FALSE
5334,ENSG00000115896,protein_coding,PLCL1,0.507164726,6.042359976,3.200416182,0.001764512,0.010221958,-1.539370176,FALSE,FALSE
6817,ENSG00000196502,protein_coding,SULT1A1,-0.507071634,4.142202689,-3.913642948,0.000152758,0.00227129,0.754177985,FALSE,FALSE
51302,ENSG00000146233,protein_coding,CYP39A1,0.506848458,1.151614706,3.426990443,0.000841578,0.006380482,-0.698538263,FALSE,FALSE
627,ENSG00000176697,protein_coding,BDNF,-0.506828395,2.905568239,-3.952247645,0.000132551,0.002117955,0.924141629,TRUE,FALSE
257194,ENSG00000172260,protein_coding,NEGR1,-0.506409282,6.565367285,-3.337613821,0.001131785,0.007688966,-1.129886534,TRUE,FALSE
261729,ENSG00000157214,protein_coding,STEAP2,-0.506343529,5.187223093,-3.380840656,0.000981362,0.007025368,-0.964797855,FALSE,FALSE
137835,ENSG00000165071,protein_coding,TMEM71,0.505996004,0.478409724,3.106728797,0.002371566,0.012420874,-1.564745112,FALSE,FALSE
